platform,category,name,brand,seller,seller_rating,link,base_price,current_price,checked_at
Trendyol,laptop,"Ideapad Slim 3 AMD Ryzen 5-7520U 8GB 512GB SSD 15.6"" FHD Dizüstü Bilgisayar 82XQ00RWTX",LENOVO,Trendyol,9.2,https://www.trendyol.com/lenovo/ideapad-slim-3-amd-ryzen-5-7520u-8gb-512gb-ssd-15-6-fhd-dizustu-bilgisayar-82xq00rwtx-p-1123535609?boutiqueId=689770&merchantId=968,19499,19999.0,2026-05-15 18:45:04
Trendyol,laptop,"LOQE AMD Ryzen 7-7735HS 16GB 512GB SSD 15.6"" FHD 144Hz RTX4050 6GB FreeDOS Gaming Laptop 83S0002YTR",LENOVO,Trendyol,9.2,https://www.trendyol.com/lenovo/loqe-amd-ryzen-7-7735hs-16gb-512gb-ssd-15-6-fhd-144hz-rtx4050-6gb-freedos-gaming-laptop-83s0002ytr-p-1118067142?boutiqueId=689770&merchantId=968,37999,39999.0,2026-05-15 18:45:04
Trendyol,laptop,"13"" MacBook Neo Indigo 512GB",Apple,Trendyol,9.2,https://www.trendyol.com/apple/13-macbook-neo-indigo-512gb-p-1113964180?boutiqueId=690320&merchantId=968,38299,38299.0,2026-05-15 18:45:04
Trendyol,laptop,"LOQ E AMD Ryzen 5-7535HS 16GB 512GB SSD 15.6"" FHD 144 Hz RTX 3050 6GB GDDR6 Gaming Laptop 83S0002VTR",LENOVO,Trendyol,9.2,https://www.trendyol.com/lenovo/loq-e-amd-ryzen-5-7535hs-16gb-512gb-ssd-15-6-fhd-144-hz-rtx-3050-6gb-gddr6-gaming-laptop-83s0002vtr-p-1123120617?boutiqueId=689770&merchantId=968,34999,37499.0,2026-05-15 18:45:04
Trendyol,laptop,"Victus AMD Ryzen 5-8645HS 16GB 512GB RTX3050 6GB Freedos 15.6"" FHD IPS 144Hz Gaming Laptop B9KM2EA",HP,Trendyol,9.2,https://www.trendyol.com/hp/victus-amd-ryzen-5-8645hs-16gb-512gb-rtx3050-6gb-freedos-15-6-fhd-ips-144hz-gaming-laptop-b9km2ea-p-929697232?boutiqueId=689770&merchantId=968,34999,36999.0,2026-05-15 18:45:04
Trendyol,laptop,"Aspire Lite Intel Celeron-N4500 8GB 256GB SSD 15.6"" FHD DOS (İşletim Sistemsiz) Laptop NX.J9SEY.001",ACER,Trendyol,9.2,https://www.trendyol.com/acer/aspire-lite-intel-celeron-n4500-8gb-256gb-ssd-15-6-fhd-dos-isletim-sistemsiz-laptop-nx-j9sey-001-p-1033173108?boutiqueId=689770&merchantId=968,11999,12376.51,2026-05-15 18:45:04
Trendyol,laptop,"13"" MacBook Neo Indigo 256GB",Apple,Trendyol,9.2,https://www.trendyol.com/apple/13-macbook-neo-indigo-256gb-p-1113964092?boutiqueId=690320&merchantId=968,34199,34199.0,2026-05-15 18:45:04
Trendyol,laptop,"Ideapad Slim 3/Intel N100 İşlemci/8 GB RAM/128 GB SSD/15.6"" FHD/W11/Laptop Gri 82XB00HMTX",LENOVO,MediaMarkt,9.1,https://www.trendyol.com/lenovo/ideapad-slim-3-intel-n100-islemci-8-gb-ram-128-gb-ssd-15-6-fhd-w11-laptop-gri-82xb00hmtx-p-1105373343?boutiqueId=61&merchantId=275331,13000,15099.0,2026-05-15 18:45:04
Trendyol,laptop,"Tulpar T6 V3.3.4 Intel Core i7 13700HX 16GB RAM 1TB SSD RTX 5060 FreeDOS 16"" FHD+ 165 Hz",MONSTER,Trendyol,9.2,https://www.trendyol.com/monster/tulpar-t6-v3-3-4-intel-core-i7-13700hx-16gb-ram-1tb-ssd-rtx-5060-freedos-16-fhd-165-hz-p-937114208?boutiqueId=689770&merchantId=968,54999,54999.0,2026-05-15 18:45:04
Trendyol,laptop,"13"" MacBook Neo Gümüş 256GB",Apple,Trendyol,9.2,https://www.trendyol.com/apple/13-macbook-neo-gumus-256gb-p-1113964090?boutiqueId=690320&merchantId=968,33999,33999.0,2026-05-15 18:45:04
Trendyol,laptop,"Ideapad Slim 3 AMD Ryzen 5-7520U 8GB 512GB SSD 15.6"" FHD Dizüstü Bilgisayar 82XQ00RWTX",LENOVO,Trendyol,9.2,https://www.trendyol.com/lenovo/ideapad-slim-3-amd-ryzen-5-7520u-8gb-512gb-ssd-15-6-fhd-dizustu-bilgisayar-82xq00rwtx-p-1123535609?boutiqueId=689770&merchantId=968,19499,19999.0,2026-05-15 18:46:58
Trendyol,laptop,"LOQE AMD Ryzen 7-7735HS 16GB 512GB SSD 15.6"" FHD 144Hz RTX4050 6GB FreeDOS Gaming Laptop 83S0002YTR",LENOVO,Trendyol,9.2,https://www.trendyol.com/lenovo/loqe-amd-ryzen-7-7735hs-16gb-512gb-ssd-15-6-fhd-144hz-rtx4050-6gb-freedos-gaming-laptop-83s0002ytr-p-1118067142?boutiqueId=689770&merchantId=968,37999,39999.0,2026-05-15 18:46:58
Trendyol,laptop,"13"" MacBook Neo Indigo 512GB",Apple,Trendyol,9.2,https://www.trendyol.com/apple/13-macbook-neo-indigo-512gb-p-1113964180?boutiqueId=690320&merchantId=968,38299,38299.0,2026-05-15 18:46:58
Trendyol,laptop,"LOQ E AMD Ryzen 5-7535HS 16GB 512GB SSD 15.6"" FHD 144 Hz RTX 3050 6GB GDDR6 Gaming Laptop 83S0002VTR",LENOVO,Trendyol,9.2,https://www.trendyol.com/lenovo/loq-e-amd-ryzen-5-7535hs-16gb-512gb-ssd-15-6-fhd-144-hz-rtx-3050-6gb-gddr6-gaming-laptop-83s0002vtr-p-1123120617?boutiqueId=689770&merchantId=968,34999,37499.0,2026-05-15 18:46:58
Trendyol,laptop,"Victus AMD Ryzen 5-8645HS 16GB 512GB RTX3050 6GB Freedos 15.6"" FHD IPS 144Hz Gaming Laptop B9KM2EA",HP,Trendyol,9.2,https://www.trendyol.com/hp/victus-amd-ryzen-5-8645hs-16gb-512gb-rtx3050-6gb-freedos-15-6-fhd-ips-144hz-gaming-laptop-b9km2ea-p-929697232?boutiqueId=689770&merchantId=968,34999,36999.0,2026-05-15 18:46:58
Trendyol,laptop,"Aspire Lite Intel Celeron-N4500 8GB 256GB SSD 15.6"" FHD DOS (İşletim Sistemsiz) Laptop NX.J9SEY.001",ACER,Trendyol,9.2,https://www.trendyol.com/acer/aspire-lite-intel-celeron-n4500-8gb-256gb-ssd-15-6-fhd-dos-isletim-sistemsiz-laptop-nx-j9sey-001-p-1033173108?boutiqueId=689770&merchantId=968,11999,12376.51,2026-05-15 18:46:58
Trendyol,laptop,"13"" MacBook Neo Indigo 256GB",Apple,Trendyol,9.2,https://www.trendyol.com/apple/13-macbook-neo-indigo-256gb-p-1113964092?boutiqueId=690320&merchantId=968,34199,34199.0,2026-05-15 18:46:58
Trendyol,laptop,"Ideapad Slim 3/Intel N100 İşlemci/8 GB RAM/128 GB SSD/15.6"" FHD/W11/Laptop Gri 82XB00HMTX",LENOVO,MediaMarkt,9.1,https://www.trendyol.com/lenovo/ideapad-slim-3-intel-n100-islemci-8-gb-ram-128-gb-ssd-15-6-fhd-w11-laptop-gri-82xb00hmtx-p-1105373343?boutiqueId=61&merchantId=275331,13000,15099.0,2026-05-15 18:46:58
Trendyol,laptop,"Tulpar T6 V3.3.4 Intel Core i7 13700HX 16GB RAM 1TB SSD RTX 5060 FreeDOS 16"" FHD+ 165 Hz",MONSTER,Trendyol,9.2,https://www.trendyol.com/monster/tulpar-t6-v3-3-4-intel-core-i7-13700hx-16gb-ram-1tb-ssd-rtx-5060-freedos-16-fhd-165-hz-p-937114208?boutiqueId=689770&merchantId=968,54999,54999.0,2026-05-15 18:46:58
Trendyol,laptop,"13"" MacBook Neo Gümüş 256GB",Apple,Trendyol,9.2,https://www.trendyol.com/apple/13-macbook-neo-gumus-256gb-p-1113964090?boutiqueId=690320&merchantId=968,33999,33999.0,2026-05-15 18:46:58
Trendyol,laptop,Cyborg 17 B13WFKG-092XTR i7-13620H 32GB 1TB SSD 8GB RTX5060 17.3 FHD 144Hz FreeDOS,MSI,Nethouse,9.5,https://www.trendyol.com/msi/cyborg-17-b13wfkg-092xtr-i7-13620h-32gb-1tb-ssd-8gb-rtx5060-17-3-fhd-144hz-freedos-p-1019916739?boutiqueId=61&merchantId=104683,68399,68799.0,2026-05-15 18:46:58
Trendyol,laptop,"Nirvana Intel Celeron N4020 4GB RAM 120GB SSD Windows 11 Home 15.6"" Hd Laptop C370.4020-4C00B",CASPER,Casper Excalibur,9.8,https://www.trendyol.com/casper/nirvana-intel-celeron-n4020-4gb-ram-120gb-ssd-windows-11-home-15-6-hd-laptop-c370-4020-4c00b-p-358003688?boutiqueId=61&merchantId=114258,14799,14799.0,2026-05-15 18:46:58
Trendyol,laptop,"13"" MacBook Neo Puslu Sarı 256GB",Apple,Trendyol,9.2,https://www.trendyol.com/apple/13-macbook-neo-puslu-sari-256gb-p-1113964091?boutiqueId=690320&merchantId=968,34199,34199.0,2026-05-15 18:46:58
Trendyol,laptop,"Nirvana X600 Ryzen5-7430U 16GB 1TB SSD 15.6"" Freedos Laptop X600.7430-BF00X-G-F",CASPER,Trendyol,9.2,https://www.trendyol.com/casper/nirvana-x600-ryzen5-7430u-16gb-1tb-ssd-15-6-freedos-laptop-x600-7430-bf00x-g-f-p-893543896?boutiqueId=689770&merchantId=968,24999,25499.0,2026-05-15 18:46:58
Trendyol,laptop,"OMEN Slim Gaming 16-AN0025NT Intel Core Ultra 7-255H 24GB 1TB SSD RTX5070 240Hz DOS 16"" CJ8V8EA",HP,Trendyol,9.2,https://www.trendyol.com/hp/omen-slim-gaming-16-an0025nt-intel-core-ultra-7-255h-24gb-1tb-ssd-rtx5070-240hz-dos-16-cj8v8ea-p-1070806123?boutiqueId=689770&merchantId=968,67999,67999.0,2026-05-15 18:46:58
Trendyol,laptop,"OMEN 16-AM0047NT CD8M5EA Ultra 7 255H 24GB 1TB SSD 8GB GeForce RTX5070 16""2K 144Hz FreeDOS Siyah",HP,Hp Store Türkiye,9.4,https://www.trendyol.com/hp/omen-16-am0047nt-cd8m5ea-ultra-7-255h-24gb-1tb-ssd-8gb-geforce-rtx5070-16-2k-144hz-freedos-siyah-p-1039315682?boutiqueId=61&merchantId=467452,71427.55,74999.0,2026-05-15 18:46:58
Trendyol,laptop,"IdeaPad Slim 3 Intel Celeron N100 4GB 128GB Intel UHD Graphics 15.6"" FHD W11 Notebook 82XB009GTX",LENOVO,Gti Bilişim,9.7,https://www.trendyol.com/lenovo/ideapad-slim-3-intel-celeron-n100-4gb-128gb-intel-uhd-graphics-15-6-fhd-w11-notebook-82xb009gtx-p-941342405?boutiqueId=61&merchantId=106934,13326.83,13499.0,2026-05-15 18:46:58
Trendyol,laptop,"Slayer R9T-5070 C7 AMD Ryzen 9 8945HX 16GB RAM 1TB SSD RTX5070 16"" 300Hz QHD+ FreeDOS Gam",Game Garaj,Garaj Online Elektronik,9.4,https://www.trendyol.com/game-garaj/slayer-r9t-5070-c7-amd-ryzen-9-8945hx-16gb-ram-1tb-ssd-rtx5070-16-300hz-qhd-freedos-gam-p-1043358355?boutiqueId=61&merchantId=124551,76144.03,78499.0,2026-05-15 18:46:58
Trendyol,laptop,"Matebook 14/ Intel Core Ultra 5 125H İşlemci/ 16 GB Ram/ 512 GB SSD/ 14.2""/ Freedos Laptop",Huawei,MediaMarkt,9.1,https://www.trendyol.com/huawei/matebook-14-intel-core-ultra-5-125h-islemci-16-gb-ram-512-gb-ssd-14-2-freedos-laptop-p-1106707635?boutiqueId=61&merchantId=275331,36656.30,48000.0,2026-05-15 18:46:58
Trendyol,laptop,"Slayer X7T-5060 C2 Intel Core i7 14650HX 32GB RAM 1TB SSD RTX5060 16"" QHD+ 180Hz IPS FreeDOS",Game Garaj,Garaj Online Elektronik,9.4,https://www.trendyol.com/game-garaj/slayer-x7t-5060-c2-intel-core-i7-14650hx-32gb-ram-1tb-ssd-rtx5060-16-qhd-180hz-ips-freedos-p-967147319?boutiqueId=61&merchantId=124551,69896.94,73499.0,2026-05-15 18:46:58
Trendyol,laptop,Vivobook 15 13.Nesil Core i3 1315U-8Gb-512Gb Ssd-15.6inc-W11,ASUS,VATAN BİLGİSAYAR,9.1,https://www.trendyol.com/asus/vivobook-15-13-nesil-core-i3-1315u-8gb-512gb-ssd-15-6inc-w11-p-1139165667?boutiqueId=61&merchantId=624588,18776,22499.0,2026-05-15 18:46:58
Trendyol,laptop,"Slayer X7T-5070 C7 Intel Core i7 14650HX 16GB RAM 1TB SSD RTX5070 16"" QHD+ 180Hz IPS FreeDOS",Game Garaj,Garaj Online Elektronik,9.4,https://www.trendyol.com/game-garaj/slayer-x7t-5070-c7-intel-core-i7-14650hx-16gb-ram-1tb-ssd-rtx5070-16-qhd-180hz-ips-freedos-p-1043351632?boutiqueId=61&merchantId=124551,69386.74,73499.0,2026-05-15 18:46:58
Trendyol,laptop,Ideapad Slim 3 Intel N100 4gb Ram 128GB Ssd 15.6\,LENOVO,Gti Bilişim,9.7,https://www.trendyol.com/lenovo/ideapad-slim-3-intel-n100-4gb-ram-128gb-ssd-15-6-p-1057359906?boutiqueId=61&merchantId=106934,13579.03,13999.0,2026-05-15 18:46:58
Trendyol,laptop,Cyborg 15 B13WEKG-613XTR i7-13620H 16GB 1TB SSD 8GB RTX5050 15.6 FHD 144Hz FreeDOS,MSI,HMD BİLGİSAYAR,9.1,https://www.trendyol.com/msi/cyborg-15-b13wekg-613xtr-i7-13620h-16gb-1tb-ssd-8gb-rtx5050-15-6-fhd-144hz-freedos-p-1019916907?boutiqueId=61&merchantId=887980,55887.51,53690.0,2026-05-15 18:46:58
Trendyol,laptop,"Ideapad Amd Ryzen 5 7520U 16gb 512gb Ssd 15.6"" W11 Taşınabilir Bilgisayar",LENOVO,ONLİNE BİLİŞİM,9,https://www.trendyol.com/lenovo/ideapad-amd-ryzen-5-7520u-16gb-512gb-ssd-15-6-w11-tasinabilir-bilgisayar-p-817478034?boutiqueId=61&merchantId=334898,23999,24999.0,2026-05-15 18:46:58
Trendyol,laptop,"Vivobook 15 X1504VA-BQ5425W/Intel Core i3-1315U/8 GB RAM/512 GB SSD/15.6""/W11 Laptop",ASUS,MediaMarkt,9.1,https://www.trendyol.com/asus/vivobook-15-x1504va-bq5425w-intel-core-i3-1315u-8-gb-ram-512-gb-ssd-15-6-w11-laptop-p-1133084530?boutiqueId=61&merchantId=275331,18500,20999.0,2026-05-15 18:46:58
Trendyol,laptop,"16-AP0026NT OMEN Gaming AMD Ryzen AI 7-350 16GB 1TB SSD RTX5060 115W 16"" 2K WUXGA DOS 144Hz C12CWEA",HP,Trendyol,9.2,https://www.trendyol.com/hp/16-ap0026nt-omen-gaming-amd-ryzen-ai-7-350-16gb-1tb-ssd-rtx5060-115w-16-2k-wuxga-dos-144hz-c12cwea-p-1063399591?boutiqueId=689770&merchantId=968,54999,56999.0,2026-05-15 18:46:58
Trendyol,laptop,"Nirvana X650 i5-13420H 16GB DDR5 500GB SSD Freedos 15.6"" Laptop X650.1342-BV00X-G-F",CASPER,Casper Excalibur,9.8,https://www.trendyol.com/casper/nirvana-x650-i5-13420h-16gb-ddr5-500gb-ssd-freedos-15-6-laptop-x650-1342-bv00x-g-f-p-941980777?boutiqueId=61&merchantId=114258,25801.08,27999.0,2026-05-15 18:46:58
Trendyol,laptop,"Ideapad Slim 3 15IRH10 83K10062TR Intel Core I5-13420H 8gb Ddr5 256GB SSD Wuxga 15.3"" IPS 300Nits Fr",LENOVO,Techburada,9.4,https://www.trendyol.com/lenovo/ideapad-slim-3-15irh10-83k10062tr-intel-core-i5-13420h-8gb-ddr5-256gb-ssd-wuxga-15-3-ips-300nits-fr-p-906250891?boutiqueId=61&merchantId=106198,21937.75,23499.0,2026-05-15 18:46:58
Trendyol,laptop,"V15 G4 Abp Amd Ryzen 7 7730u 16 Gb 512 Gb Ssd 15,6'' Fhd Freedos 82yy0012tr 165",LENOVO,Demiray Bilisim,,https://www.trendyol.com/lenovo/v15-g4-abp-amd-ryzen-7-7730u-16-gb-512-gb-ssd-15-6-fhd-freedos-82yy0012tr-165-p-890673969?boutiqueId=61&merchantId=221481,33499,33499.0,2026-05-15 18:46:58
Trendyol,laptop,"Nitro V 17 AI AMD Ryzen 7-260 16GB 1TB RTX5070 17.3"" QHD 165Hz Freedos Gaming Laptop NH.QZKEY.001",ACER,Trendyol,9.2,https://www.trendyol.com/acer/nitro-v-17-ai-amd-ryzen-7-260-16gb-1tb-rtx5070-17-3-qhd-165hz-freedos-gaming-laptop-nh-qzkey-001-p-1037342319?boutiqueId=689770&merchantId=968,58451.90,59999.0,2026-05-15 18:46:58
Trendyol,laptop,"Matebook D16 Intel Core i5 12450H 8GB 512GB SSD Freedos 16"" IPS Taşınabilir Bilgisayar",Huawei,Gti Bilişim,9.7,https://www.trendyol.com/huawei/matebook-d16-intel-core-i5-12450h-8gb-512gb-ssd-freedos-16-ips-tasinabilir-bilgisayar-p-848708418?boutiqueId=61&merchantId=106934,24055.03,23999.0,2026-05-15 18:46:58
Trendyol,laptop,"Slayer X7T-5060 C8 Intel Core i7 14650HX 16GB RAM 500GB SSD RTX5060 16"" QHD+ 180Hz IPS FreeDOS",Game Garaj,Garaj Online Elektronik,9.4,https://www.trendyol.com/game-garaj/slayer-x7t-5060-c8-intel-core-i7-14650hx-16gb-ram-500gb-ssd-rtx5060-16-qhd-180hz-ips-freedos-p-1061036508?boutiqueId=61&merchantId=124551,60139.03,61999.0,2026-05-15 18:46:58
Trendyol,laptop,"Nitro Lite NL16-71 Intel Core i5-13420H 16G 512GB SSD RTX4050 16"" WUXGA 165Hz Freedos NH.DAEEY.001",ACER,Trendyol,9.2,https://www.trendyol.com/acer/nitro-lite-nl16-71-intel-core-i5-13420h-16g-512gb-ssd-rtx4050-16-wuxga-165hz-freedos-nh-daeey-001-p-992227492?boutiqueId=689770&merchantId=968,34999,35399.0,2026-05-15 18:46:58
Trendyol,laptop,"Aspire Lite AL15-33P-358V NX.D2LEY.001 Intel Core 3 N355 8GB 256GB SSD Freedos 15.6"" FHD",ACER,Gti Bilişim,9.7,https://www.trendyol.com/acer/aspire-lite-al15-33p-358v-nx-d2ley-001-intel-core-3-n355-8gb-256gb-ssd-freedos-15-6-fhd-p-1140015343?boutiqueId=61&merchantId=106934,17459.03,17999.0,2026-05-15 18:46:58
Trendyol,laptop,"Slayer R9T-5060 C1 AMD Ryzen 9 8945HX 32GB RAM 1TB SSD RTX5060 16"" 300Hz QHD+ FreeDOS Gam",Game Garaj,Garaj Online Elektronik,9.4,https://www.trendyol.com/game-garaj/slayer-r9t-5060-c1-amd-ryzen-9-8945hx-32gb-ram-1tb-ssd-rtx5060-16-300hz-qhd-freedos-gam-p-940599520?boutiqueId=61&merchantId=124551,74998.98,78999.0,2026-05-15 18:46:58
Trendyol,laptop,"Alfa 110a 2gb Ram 32gb Hafıza 11.6"" W10home 1920x1080, Fhd Ips Ekran (İKİNCİ EL BİLGİSAYAR)",Hometech,ENSON TEKNOLOJİ,,https://www.trendyol.com/hometech/alfa-110a-2gb-ram-32gb-hafiza-11-6-w10home-1920x1080-fhd-ips-ekran-ikinci-el-bilgisayar-p-4275986?boutiqueId=61&merchantId=954067,5500,5500.0,2026-05-15 18:46:58
Trendyol,laptop,"OMEN Gaming Intel Core Ultra 5-225H 24GB 1TB SSD RTX5050 115W 16"" WUXGA Siyah Laptop C39JLEA",HP,Trendyol,9.2,https://www.trendyol.com/hp/omen-gaming-intel-core-ultra-5-225h-24gb-1tb-ssd-rtx5050-115w-16-wuxga-siyah-laptop-c39jlea-p-1070806119?boutiqueId=689770&merchantId=968,55999,56999.0,2026-05-15 18:46:58
Trendyol,laptop,"13"" MacBook Air: Apple M4 chip with 10-core CPU and 8-core GPU, 16GB, 256GB SSD - Gece Yarısı",Apple,BTH E-TİCARET,9.6,https://www.trendyol.com/apple/13-macbook-air-apple-m4-chip-with-10-core-cpu-and-8-core-gpu-16gb-256gb-ssd-gece-yarisi-p-904728371?boutiqueId=61&merchantId=784150,45379,45699.0,2026-05-15 18:46:58
Trendyol,laptop,"Abra A7 V15.5.6 Intel Core i5 13500H 8 GB RAM 500 GB SSD 4 GB RTX 3050 FreeDOS 17,3"" 144 Hz",MONSTER,Monster Notebook,8.9,https://www.trendyol.com/monster/abra-a7-v15-5-6-intel-core-i5-13500h-8-gb-ram-500-gb-ssd-4-gb-rtx-3050-freedos-17-3-144-hz-p-1087693915?boutiqueId=61&merchantId=105286,33270.03,34299.0,2026-05-15 18:46:58
Trendyol,laptop,"Ideapad Slim 3 82X700G1TX Intel Core i3 1315U 8 GB 512 GB SSD W11 Home 15.6"" FHD",LENOVO,Gti Bilişim,9.7,https://www.trendyol.com/lenovo/ideapad-slim-3-82x700g1tx-intel-core-i3-1315u-8-gb-512-gb-ssd-w11-home-15-6-fhd-p-1038461634?boutiqueId=61&merchantId=106934,21339.03,21499.0,2026-05-15 18:46:58
Trendyol,laptop,Vivobook Go Intel Celeron N4500 4GB 128GB SSD Windows 11 Home 15.6'' FHD E510KA-EJ1253W,ASUS,ZHD TEKNOLOJİ,8.8,https://www.trendyol.com/asus/vivobook-go-intel-celeron-n4500-4gb-128gb-ssd-windows-11-home-15-6-fhd-e510ka-ej1253w-p-1056562224?boutiqueId=61&merchantId=708941,12400,14000.0,2026-05-15 18:46:58
Trendyol,laptop,Alfa 600c-400c-ht14s 3 Gb Ram 32 Dahili Hafıza 128 Gb Ssd Win10home (İKİNCİ EL BİLGİSAYAR),Hometech,ENSON TEKNOLOJİ,,https://www.trendyol.com/hometech/alfa-600c-400c-ht14s-3-gb-ram-32-dahili-hafiza-128-gb-ssd-win10home-ikinci-el-bilgisayar-p-7048281?boutiqueId=61&merchantId=954067,7000,7000.0,2026-05-15 18:46:58
Trendyol,laptop,Zenbook 14 Oled Ux3405 2.Nesil Core Ultra 7 255H-16Gb-512Gb Ssd-14inc-W11,ASUS,VATAN BİLGİSAYAR,9.1,https://www.trendyol.com/asus/zenbook-14-oled-ux3405-2-nesil-core-ultra-7-255h-16gb-512gb-ssd-14inc-w11-p-1140340468?boutiqueId=61&merchantId=624588,47353,50138.0,2026-05-15 18:46:58
Trendyol,laptop,"TUF Gaming A16 FA608UM-RV131 8GB GeForce RTX5060 Ryzen 7 260 16GB 512GB SSD 16"" FHD+ 165Hz",ASUS,GpnTeknoloji,9.4,https://www.trendyol.com/asus/tuf-gaming-a16-fa608um-rv131-8gb-geforce-rtx5060-ryzen-7-260-16gb-512gb-ssd-16-fhd-165hz-p-1126078784?boutiqueId=61&merchantId=118442,52799,54095.02,2026-05-15 18:46:58
Trendyol,laptop,"TUF Gaming A16 FA607NUG-RL212 R7 7445HS 16GB 512GB SSD RTX4050-6GB 140W Dos 16"" WUXGA 144Hz Notebook",ASUS,Teknorya,9.2,https://www.trendyol.com/asus/tuf-gaming-a16-fa607nug-rl212-r7-7445hs-16gb-512gb-ssd-rtx4050-6gb-140w-dos-16-wuxga-144hz-notebook-p-834417872?boutiqueId=61&merchantId=106740,42899,42727.02,2026-05-15 18:46:58
Trendyol,laptop,"13"" MacBook Air: Apple M4 chip with 10-core CPU and 8-core GPU, 16GB, 256GB SSD - Gök Mavisi",Apple,TEKNO İNCE BİLİŞİM,9.8,https://www.trendyol.com/apple/13-macbook-air-apple-m4-chip-with-10-core-cpu-and-8-core-gpu-16gb-256gb-ssd-gok-mavisi-p-904728352?boutiqueId=61&merchantId=1256547,45700,45390.0,2026-05-15 18:46:58
Trendyol,laptop,D19 Dizüstü Bilgisayar,Reeder,KAFİ store,9.3,https://www.trendyol.com/reeder/d19-dizustu-bilgisayar-p-959076343?boutiqueId=61&merchantId=1116090,16399,16399.0,2026-05-15 18:46:58
Trendyol,laptop,"Excalibur i7-13620H 32GB 1TB SSD 6GB RTX4050 105W 165Hz 15.6"" Dos Gaming Laptop G870.1362-DFA0X-C",CASPER,Trendyol,9.2,https://www.trendyol.com/casper/excalibur-i7-13620h-32gb-1tb-ssd-6gb-rtx4050-105w-165hz-15-6-dos-gaming-laptop-g870-1362-dfa0x-c-p-672157475?boutiqueId=689770&merchantId=968,50300.70,53999.0,2026-05-15 18:46:58
Trendyol,laptop,IdeaPad Slim 3 AMD Ryzen 7 170 Cpu 16 GB 1 TB AMD Radeon 680 M Freedos 14 Inç IPS 83K6006JTR,LENOVO,KanyonTeknoloji,9.5,https://www.trendyol.com/lenovo/ideapad-slim-3-amd-ryzen-7-170-cpu-16-gb-1-tb-amd-radeon-680-m-freedos-14-inc-ips-83k6006jtr-p-1111432449?boutiqueId=61&merchantId=118352,29051.50,29899.0,2026-05-15 18:46:58
Hepsiburada,laptop,"Lenovo Ideapad Slim 3 AMD Ryzen 7 7735HS 16GB 512GB SSD Freedos 15.3"" Taşınabilir Bilgisayar 83K70098TR",Lenovo,Hepsiburada,Resmi Satici,https://www.hepsiburada.com/lenovo-ideapad-slim-3-amd-ryzen-7-7735hs-16gb-512gb-ssd-freedos-15-3-tasinabilir-bilgisayar-83k70098tr-p-HBCV0000CM0YNQ,26999,28999.0,2026-05-15 18:46:58
Hepsiburada,laptop,"Asus Vivobook 15 X1504VA-BQ5390W Intel Core 5 120U 8GB 512GB SSD Windows 11 Home 15.6"" Taşınabilir Bilgisayar",Asus,keskindaglar,,https://www.hepsiburada.com/asus-vivobook-15-x1504va-bq5390w-intel-core-5-120u-8gb-512gb-ssd-windows-11-home-15-6-tasinabilir-bilgisayar-p-HBCV0000CBMVKO,25499,24990.0,2026-05-15 18:46:58
Hepsiburada,laptop,"Lenovo LOQ AMD Ryzen 5 7235HS 16GB 512GB SSD RTX4050 Freedos 15.6"" FHD 144Hz Oyuncu Taşınabilir Bilgisayar 83JC00H4TR",Lenovo,EMC&BİLİSİM&TEKN,,https://www.hepsiburada.com/lenovo-loq-amd-ryzen-5-7235hs-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-144hz-oyuncu-tasinabilir-bilgisayar-83jc00h4tr-pm-HBC00009PYM0F,40522.25,41799.0,2026-05-15 18:46:58
Hepsiburada,laptop,"Lenovo IdeaPad Slim 3 Intel Core i5 13420H 16GB 512GB SSD FreeDOS 15.3"" Taşınabilir Bilgisayar 83K1003MTR",Lenovo,Hepsiburada,Resmi Satici,https://www.hepsiburada.com/lenovo-ideapad-slim-3-intel-core-i5-13420h-16gb-512gb-ssd-freedos-15-3-tasinabilir-bilgisayar-83k1003mtr-pm-HBC00008O31RA,28999,28999.0,2026-05-15 18:46:58
Hepsiburada,laptop,"MSI CYBORG 15 A13VE-2268XTRNN Intel Core i5 13420H 16GB 512GB SSD RTX4050 Freedos 15.6"" FHD Taşınabilir Bilgisayar",MSI,Hepsiburada,Resmi Satici,https://www.hepsiburada.com/msi-cyborg-15-a13ve-2268xtrnn-intel-core-i5-13420h-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-tasinabilir-bilgisayar-p-HBCV0000C10IBJ,37999,40750.35,2026-05-15 18:46:58
Hepsiburada,laptop,"Lenovo LOQ Intel Core i5 13450HX 12GB 512GB SSD RTX5060 Freedos 15.6"" FHD 144Hz Oyuncu Taşınabilir Bilgisayar 83JE00EQTR",Lenovo,Hepsiburada,Resmi Satici,https://www.hepsiburada.com/lenovo-loq-intel-core-i5-13450hx-12gb-512gb-ssd-rtx5060-freedos-15-6-fhd-144hz-oyuncu-tasinabilir-bilgisayar-83je00eqtr-pm-HBC00009PYM76,46999,53700.0,2026-05-15 18:46:58
